area_type,availability,location,size,total_sqft,bath,balcony,price
2,Ready To Move,Banashankari Stage VI,4 Bedroom,4800,3.0,2.0,200.0
0,Ready To Move,Begur Road,2 BHK,1200,2.0,2.0,44.73
3,Ready To Move,Sarjapur,2 BHK,1095,2.0,1.0,45.0
2,Ready To Move,Ambedkar Nagar,3 Bedroom,2900,3.0,2.0,297.0
3,Ready To Move,BTM 2nd Stage,3 BHK,2500,3.0,2.0,345.0
0,Ready To Move,Kothanur,3 BHK,1170,3.0,2.0,80.0
3,Ready To Move,6th Phase JP Nagar,2 BHK,1280,2.0,1.0,88.0
3,18-Jul,Rajaji Nagar,2 BHK,1224,2.0,0.0,105.0
0,Ready To Move,Thanisandra,3 BHK,1694,3.0,1.0,125.0
3,Ready To Move,Electronic City,2 BHK,825,2.0,1.0,30.0
3,Ready To Move,Sarjapur  Road,3 BHK,1612,3.0,1.0,98.38
3,18-Aug,Chandapura,2 BHK,985,2.0,1.0,25.12
3,Ready To Move,Murugeshpalya,2 BHK,1175,2.0,2.0,75.0
2,Ready To Move,Sunkadakatte,1 Bedroom,600,1.0,0.0,24.0
0,Ready To Move,Whitefield,3 BHK,1740,3.0,3.0,85.0
3,Ready To Move,Carmelaram,3 BHK,1770,3.0,2.0,99.0
2,Ready To Move,HAL 2nd Stage,8 Bedroom,1000,7.0,3.0,260.0
3,18-Aug,Horamavu Agara,2 BHK,1090,2.0,1.0,46.0
2,Ready To Move,Vasanth nagar,6 Bedroom,2295,3.0,0.0,650.0
0,Ready To Move,Whitefield,5 Bedroom,4144,5.0,1.0,331.0
3,Ready To Move,Jogupalya,3 BHK,1800,3.0,1.0,130.0
3,Ready To Move,Jigani,3 BHK,1221,3.0,3.0,65.0
3,18-Jun,8th Phase JP Nagar,2 BHK,1046,2.0,1.0,48.0
3,Ready To Move,Uttarahalli,3 BHK,1290,2.0,3.0,56.12
0,18-Dec,Electronic City Phase II,2 BHK,1065,2.0,1.0,30.76
3,Ready To Move,Ambedkar Nagar,3 BHK,1850,4.0,2.0,121.0
3,Ready To Move,Battarahalli,2 BHK,1097,2.0,1.0,49.0
3,Ready To Move,Kalena Agrahara,2 BHK,1200,3.0,2.0,70.0
3,Ready To Move,Varthur,3 BHK,2160,3.0,2.0,170.0
3,18-May,Anekal,2 BHK,1140,2.0,2.0,52.0
3,Ready To Move,Thigalarapalya,2 BHK,1297,2.0,2.0,98.0
3,Ready To Move,Padmanabhanagar,2 BHK,1150,2.0,0.0,50.0
3,Ready To Move,Kuvempu Nagar,2 BHK,1375,2.0,1.0,45.0
3,Ready To Move,Babusapalaya,2 BHK,1245,2.0,2.0,58.0
3,18-Mar,Vasanth nagar,4 BHK,4750,6.0,1.0,948.0
0,Ready To Move,Nagarbhavi,4 Bedroom,1800,3.0,0.0,180.0
3,Ready To Move,Brookefield,3 BHK,1594,3.0,2.0,140.0
2,Ready To Move,TC Palaya,3 Bedroom,1200,2.0,0.0,66.0
3,18-Aug,Chandapura,1 BHK,645,1.0,1.0,16.45
3,20-Dec,Kanakpura Road,2 BHK,700,2.0,2.0,36.0
0,Ready To Move,Rajaji Nagar,5 Bedroom,2500,4.0,0.0,650.0
0,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1000,2.0,0.0,50.0
2,Ready To Move,Whitefield,6 Bedroom,4000,5.0,1.0,540.0
3,Ready To Move,Begur Road,2 BHK,1160,2.0,2.0,42.0
2,Ready To Move,Uday Nagar,6 Bedroom,1200,6.0,0.0,85.0
2,Ready To Move,OMBR Layout,5 Bedroom,600,3.0,0.0,140.0
3,Ready To Move,Gopalkrishna Nagar,3 BHK,1570,2.0,2.0,95.0
3,Ready To Move,Sarjapur  Road,2 BHK,1290,2.0,2.0,88.0
3,Ready To Move,Kudlu Gate,2 BHK,1200,2.0,1.0,44.4
3,20-Apr,Langford Gardens,3 BHK,2777.29,5.0,2.0,649.0
3,Ready To Move,Shanti Nagar,3 BHK,2250,3.0,0.0,180.0
0,Ready To Move,Defence Colony,2 BHK,1270,2.0,2.0,172.0
3,Ready To Move,Akshayanagara East,2 BHK,1145,2.0,2.0,44.0
3,Ready To Move,Chikkabanavar,3 BHK,1320,2.0,2.0,46.0
0,18-Aug,Electronic City Phase II,2 BHK,1065,2.0,1.0,30.75
0,18-Mar,Whitefield,3 BHK,1650,3.0,2.0,48.0
3,18-Apr,Sarjapur  Road,2 BHK,1371,2.0,1.0,86.0
0,Ready To Move,Doddanakunte,5 Bedroom,2700,5.0,2.0,150.0
3,Ready To Move,Electronic City,3 BHK,1575,3.0,1.0,94.5
3,18-Jan,Yelahanka,2 BHK,1362,2.0,2.0,66.0
0,18-Mar,Bettahalsoor,5 Bedroom,3210,2.0,2.0,353.0
3,Ready To Move,Haralur Road,3 BHK,1255,3.0,1.0,90.0
3,Ready To Move,Whitefield,2 BHK,925,2.0,1.0,35.0
3,19-Dec,Electronics City Phase 1,2 BHK,1088,2.0,1.0,30.46
3,Ready To Move,Yelahanka,2 BHK,1234,2.0,2.0,80.0
3,Ready To Move,Sarjapur  Road,3 BHK,2140,3.0,2.0,139.0
3,Ready To Move,Thubarahalli,3 BHK,1584,3.0,2.0,101.0
3,Ready To Move,Whitefield,2 BHK,1175,2.0,2.0,50.0
3,Ready To Move,Sarjapura - Attibele Road,3 BHK,1555,3.0,3.0,52.0
3,18-Jul,Chandapura,1 BHK,645,1.0,1.0,16.45
3,Ready To Move,Dodda Nekkundi,3 BHK,1585,2.0,2.0,79.0
3,Ready To Move,Kalena Agrahara,2 BHK,1354,2.0,2.0,71.0
3,18-Jun,Madiwala,2 BHK,1165,2.0,2.0,45.0
0,Ready To Move,Kumaraswami Layout,3 Bedroom,1200,3.0,1.0,75.0
3,Ready To Move,Hebbal,3 BHK,1740,2.0,1.0,137.0
2,Ready To Move,Hebbal,9 Bedroom,1200,9.0,2.0,185.0
3,20-Dec,Rachenahalli,2 BHK,985,2.0,1.0,50.17
2,18-Nov,Chandapura,2 Bedroom,1200,2.0,1.0,36.0
2,Ready To Move,Kattigenahalli,3 Bedroom,600,4.0,2.0,70.0
3,Ready To Move,Duddanahalli,3 BHK,1340,2.0,2.0,47.0
3,20-Aug,Begur Road,3 BHK,1583,3.0,1.0,95.23
2,Ready To Move,"Beml layout, Rajarajeshwari nagar",4 Bedroom,1200,5.0,2.0,325.0
2,Ready To Move,Basaveshwara Nagar,2 Bedroom,1200,1.0,1.0,180.0
3,22-Dec,Bannerghatta Road,2 BHK,1115 - 1130,2.0,0.0,61.74
3,17-Dec,Thanisandra,3 BHK,1573,3.0,2.0,100.0
3,18-Jan,CV Raman Nagar,2 BHK,1227,2.0,2.0,42.88
3,Ready To Move,Yemlur,2 BHK,1210,2.0,1.0,60.0
3,19-Feb,Basavangudi,3 BHK,1650,3.0,3.0,125.0
2,Ready To Move,Chikkalasandra,5 Bedroom,1000,4.0,2.0,300.0
3,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1485,2.0,2.0,63.0
3,Ready To Move,Haralur Road,3 BHK,1735,3.0,2.0,97.0
3,Ready To Move,Hebbal Kempapura,3 BHK,1730,3.0,2.0,175.0
3,Ready To Move,Sector 1 HSR Layout,3 BHK,1684,3.0,2.0,86.0
3,Ready To Move,Sai Gardens,3 BHK,1686,3.0,3.0,77.0
3,Ready To Move,Bikasipura,3 BHK,1654,3.0,3.0,82.0
0,Ready To Move,Green Glen Layout,3 BHK,1600,3.0,3.0,105.0
0,Ready To Move,KR Puram,2 BHK,1100,2.0,1.0,39.9
3,Ready To Move,Bannerghatta Road,3 BHK,1655,3.0,3.0,95.0
3,Ready To Move,Hennur,3 BHK,1830,3.0,3.0,121.0
3,18-Apr,Hebbal,3 BHK,1430,3.0,1.0,85.0
3,Ready To Move,Judicial Layout,3 BHK,1989,4.0,3.0,155.0
3,Ready To Move,Sarjapur  Road,2 BHK,1044,2.0,2.0,55.0
3,Ready To Move,Banashankari,3 BHK,1426,3.0,2.0,85.0
3,Ready To Move,Choodasandra,2 BHK,1115,2.0,2.0,50.0
3,Ready To Move,Yelahanka,2 BHK,1000,2.0,1.0,29.0
2,18-Jan,Kathriguppe,2 Bedroom,754,2.0,0.0,69.99
0,18-Dec,Electronic City Phase II,2 BHK,1140,2.0,1.0,33.06
3,Ready To Move,Kodichikkanahalli,2 BHK,900,2.0,1.0,35.0
0,Ready To Move,Gulakamale,2 BHK,1200,2.0,3.0,50.0
0,Ready To Move,Malleshwaram,1 BHK,580,1.0,1.0,45.0
2,Ready To Move,TC Palaya,3 Bedroom,1200,2.0,0.0,66.0
3,18-Apr,Munnekollal,2 BHK,1030,2.0,1.0,50.36
3,Ready To Move,Koramangala,3 BHK,1910,4.0,3.0,150.0
3,Ready To Move,Mahalakshmi Puram,3 BHK,1950,3.0,3.0,132.0
3,Ready To Move,Kundalahalli,3 BHK,1724,3.0,1.0,125.0
2,Ready To Move,Konanakunte Cross,3 Bedroom,1200,2.0,2.0,130.0
2,Ready To Move,Rajaji Nagar,2 Bedroom,1314,2.0,0.0,225.0
0,Ready To Move,Kothanur,2 BHK,1400,2.0,2.0,65.0
3,Ready To Move,Kaggadasapura,3 BHK,1400,2.0,2.0,68.0
3,Ready To Move,Hulimavu,2 BHK,1115,2.0,2.0,44.6
0,Ready To Move,Bharathi Nagar,2 BHK,1300,2.0,2.0,55.86
0,Ready To Move,Arishinakunte,4 Bedroom,2400,4.0,1.0,150.0
3,19-Jul,Kanakpura Road,2 BHK,1332,2.0,1.0,108.0
3,Ready To Move,Abbigere,2 BHK,1000,2.0,1.0,41.0
2,18-Dec,Whitefield,3 Bedroom,1200,3.0,2.0,67.75
0,Ready To Move,Whitefield,4 BHK,2444,4.0,2.0,145.0
3,Ready To Move,Electronic City,2 BHK,1070,2.0,1.0,48.0
3,Ready To Move,Sarjapur  Road,3 BHK,1600,3.0,1.0,85.0
3,Ready To Move,Marathahalli,2 BHK,1196,2.0,2.0,57.95
3,Ready To Move,Electronic City,2 BHK,1025,2.0,1.0,54.0
3,Ready To Move,Choodasandra,3 BHK,1220,3.0,2.0,56.0
3,Ready To Move,Sarjapur  Road,3 BHK,2180,4.0,3.0,180.0
3,Ready To Move,Jakkasandra,3 BHK,1600,3.0,2.0,102.0
0,Ready To Move,Whitefield,2 BHK,1270,2.0,1.0,110.0
0,Ready To Move,Shanthala Nagar,3 BHK,3290,4.0,2.0,460.0
3,22-May,Jakkur,3 BHK,1932.47,3.0,2.0,183.0
3,Ready To Move,Jalahalli,3 BHK,2086,3.0,2.0,160.0
3,19-Dec,Old Madras Road,2 BHK,1165,2.0,1.0,51.42
3,Ready To Move,Marathahalli,3 BHK,1310,3.0,1.0,63.25
3,Ready To Move,Rajaji Nagar,2 BHK,1440,2.0,2.0,165.0
3,Ready To Move,Electronics City Phase 1,3 BHK,1900,3.0,2.0,85.0
0,Ready To Move,Chandapura,2 BHK,740,1.0,1.0,22.0
3,Ready To Move,Yeshwanthpur,3 BHK,2503,3.0,3.0,138.0
3,Ready To Move,5th Phase JP Nagar,2 BHK,1075,2.0,2.0,60.0
3,18-Aug,Bellandur,2 BHK,1260,2.0,2.0,83.5
3,Ready To Move,Yelahanka,3 BHK,1282,2.0,1.0,48.72
0,Ready To Move,Tumkur Road,4 Bedroom,1100,2.0,1.0,60.0
3,Ready To Move,Green Glen Layout,3 BHK,1717,3.0,3.0,125.0
3,18-May,Chellikere,2 BHK,1088,2.0,2.0,46.0
3,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1335,2.0,1.0,56.0
3,Ready To Move,Vidyaranyapura,2 BHK,1200,2.0,1.0,42.0
3,Ready To Move,Garudachar Palya,3 BHK,1325,2.0,2.0,60.0
3,Ready To Move,JP Nagar,2 BHK,1157,2.0,1.0,73.0
3,21-Dec,KR Puram,4 BHK,2204 - 2362,2.0,2.0,121.0
3,Ready To Move,Sahakara Nagar,2 BHK,1200,2.0,1.0,54.0
3,Ready To Move,Pai Layout,3 BHK,1510,2.0,2.0,65.0
3,Ready To Move,Bommanahalli,2 BHK,1050,2.0,2.0,54.0
3,Ready To Move,Chikkadunnasandra,2 BHK,1200,2.0,2.0,45.0
3,18-May,Binny Pete,3 BHK,1516,3.0,1.0,147.0
2,Ready To Move,Indira Nagar,6 Bedroom,2400,6.0,2.0,475.0
3,18-Dec,Channasandra,2 BHK,1050,2.0,1.0,44.41
2,Ready To Move,Hegde Nagar,2 Bedroom,1000,2.0,0.0,66.0
3,18-Mar,9th Phase JP Nagar,2 BHK,1050,2.0,2.0,35.0
2,Ready To Move,JP Nagar,4 Bedroom,600,5.0,2.0,110.0
3,Ready To Move,BEML Layout,2 BHK,1194,2.0,1.0,65.0
2,Ready To Move,Ananth Nagar,4 Bedroom,600,3.0,2.0,62.0
3,Ready To Move,Hormavu,2 BHK,1210,2.0,3.0,69.0
3,Ready To Move,Whitefield,3 BHK,1660,3.0,1.0,110.0
3,Ready To Move,Malleshwaram,2 BHK,1410,2.0,3.0,125.0
3,18-Jun,Electronics City Phase 1,2 BHK,1305,2.0,1.0,67.0
0,Ready To Move,Kavika Layout,6 BHK,1800,6.0,2.0,101.0
0,Ready To Move,Bannerghatta Road,2 BHK,1206,2.0,3.0,53.0
3,Ready To Move,Kambipura,2 BHK,883,2.0,1.0,49.0
3,Ready To Move,Bannerghatta Road,2 BHK,1150,2.0,2.0,55.0
1,Ready To Move,Dinnur,2 BHK,1100,2.0,2.0,65.0
3,Ready To Move,Banashankari Stage II,2 BHK,1245,2.0,1.0,125.0
0,Ready To Move,Cooke Town,3 BHK,1850,3.0,3.0,110.0
0,18-Mar,Hoodi,4 Bedroom,3385,4.0,1.0,220.0
3,Ready To Move,Sompura,4 BHK,2150,3.0,2.0,85.0
3,Ready To Move,Hebbal,3 BHK,3895,3.0,1.0,390.0
3,17-Sep,Lingarajapuram,2 BHK,1035,2.0,2.0,55.0
3,Ready To Move,Nandini Layout,2 BHK,600,3.0,2.0,72.0
3,Ready To Move,Zuzuvadi,3 BHK,1200,3.0,3.0,75.0
3,Ready To Move,Hennur Road,2 BHK,1155,2.0,1.0,69.18
2,Ready To Move,BCC Layout,7 Bedroom,1200,6.0,2.0,235.0
3,Ready To Move,Electronics City Phase 1,1 BHK,755,1.0,0.0,30.12
0,Ready To Move,Ramamurthy Nagar,2 BHK,960,2.0,2.0,35.0
3,Ready To Move,Harsha Layout,1 BHK,450,1.0,1.0,20.0
3,Ready To Move,Infantry Road,5 BHK,4000,5.0,2.0,680.0
3,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1571,3.0,3.0,53.12
3,Ready To Move,Sarjapur  Road,3 BHK,1691,3.0,2.0,119.0
3,19-Dec,Kanakapura,3 BHK,1489,2.0,1.0,70.0
0,Ready To Move,Kengeri Satellite Town,2 BHK,800,2.0,1.0,32.0
0,Ready To Move,Jalahalli,3 BHK,980,2.0,2.0,60.0
3,Ready To Move,Bannerghatta Road,2 BHK,1215,2.0,1.0,65.0
3,Ready To Move,Electronic City Phase II,2 BHK,911,2.0,1.0,26.5
3,Ready To Move,Bellandur,3 BHK,1535,3.0,2.0,90.0
2,Ready To Move,5th Block Hbr Layout,5 Bedroom,1200,5.0,2.0,205.0
3,Ready To Move,R.T. Nagar,3 BHK,1500,2.0,1.0,70.0
0,Ready To Move,Brookefield,2 BHK,1588,2.0,3.0,58.0
2,Ready To Move,Horamavu Banaswadi,4 Bedroom,675,4.0,2.0,68.0
0,17-Sep,Kannamangala,2 BHK,957,2.0,2.0,56.0
0,18-Aug,Electronic City Phase II,2 BHK,1200,2.0,1.0,34.65
3,Ready To Move,Kanakapura main  Road,3 BHK,1495,2.0,2.0,52.33
0,Ready To Move,Bisuvanahalli,2 BHK,845,2.0,0.0,34.0
0,Ready To Move,Padmanabhanagar,4 BHK,3000,4.0,2.0,350.0
3,Ready To Move,Sarjapur  Road,3 BHK,2206,4.0,1.0,180.0
3,Ready To Move,Kasavanhalli,2 BHK,1181,2.0,1.0,61.0
3,Ready To Move,Sarjapur  Road,2 BHK,1309,2.0,3.0,69.5
0,Ready To Move,Horamavu Agara,3 Bedroom,1400,3.0,3.0,63.0
2,Ready To Move,B Channasandra,5 Bedroom,1650,5.0,1.0,450.0
3,Ready To Move,Kanakpura Road,3 BHK,1622,3.0,2.0,95.0
3,18-Apr,CV Raman Nagar,2 BHK,1225,2.0,2.0,48.0
3,Ready To Move,Jakkur Plantation,3 BHK,1719,3.0,3.0,95.0
3,Ready To Move,Abbigere,2 BHK,995,2.0,1.0,40.8
3,Ready To Move,Mahadevpura,2 BHK,1120,2.0,2.0,53.0
3,Ready To Move,Bellandur,2 BHK,1047,2.0,1.0,75.0
3,18-Apr,Devanahalli,3 BHK,1466,3.0,3.0,59.96
3,18-Dec,Sarjapur  Road,3 BHK,1691,3.0,2.0,100.0
3,20-Dec,Chandapura,2 BHK,876,2.0,2.0,28.47
3,18-May,CV Raman Nagar,3 BHK,1659,3.0,1.0,135.0
3,Ready To Move,Whitefield,2 BHK,1270,2.0,1.0,105.0
3,Ready To Move,8th Phase JP Nagar,3 BHK,1269,2.0,3.0,50.75
3,Ready To Move,Kammanahalli,2 BHK,1200,3.0,2.0,80.0
3,Ready To Move,Budigere,2 BHK,1153,2.0,2.0,56.5
3,Ready To Move,Whitefield,2 BHK,1315,2.0,2.0,69.5
2,Ready To Move,Hebbal Kempapura,4 Bedroom,2485,4.0,2.0,198.0
3,Ready To Move,Tumkur Road,3 BHK,1354,3.0,1.0,85.86
2,Ready To Move,Whitefield,4 Bedroom,1344,3.0,1.0,130.0
3,Ready To Move,Yelahanka,2 BHK,1180,2.0,1.0,55.0
3,18-Apr,Jalahalli,2 BHK,1313,2.0,2.0,68.0
3,Ready To Move,Nehru Nagar,2 BHK,1100,2.0,2.0,50.0
2,Ready To Move,Nagarbhavi,4 Bedroom,600,4.0,1.0,78.0
0,Ready To Move,Basaveshwara Nagar,3 Bedroom,1200,3.0,0.0,190.0
2,Ready To Move,Srinagar,6 Bedroom,625,3.0,3.0,78.0
3,Ready To Move,Vishwapriya Layout,2 BHK,890,2.0,3.0,37.0
3,20-Dec,Whitefield,2 BHK,1173,2.0,1.0,78.2
3,Ready To Move,Reliaable Tranquil Layout,2 BHK,1190,2.0,1.0,55.0
0,Ready To Move,Green Glen Layout,2 BHK,1250,2.0,0.0,75.0
3,19-Dec,Hoodi,3 BHK,1644,3.0,3.0,80.51
2,Ready To Move,Yelahanka New Town,3 Bedroom,1740,3.0,2.0,150.0
3,Ready To Move,Jakkur,3 BHK,1710,3.0,2.0,110.0
2,Ready To Move,5th Phase JP Nagar,4 Bedroom,1000,4.0,2.0,130.0
3,18-Feb,Hebbal,3 BHK,1662,3.0,2.0,155.0
3,Ready To Move,Virupakshapura,2 BHK,1162,2.0,1.0,48.0
3,Ready To Move,Whitefield,2 BHK,1362,2.0,3.0,85.0
3,Ready To Move,Bhagyalakshmi Avenue,1 BHK,540,1.0,1.0,22.5
3,18-Nov,Thanisandra,3 BHK,1437 - 1629,3.0,0.0,75.885
2,Ready To Move,Masjid e Alkareem,5 Bedroom,900,4.0,1.0,62.0
2,Ready To Move,Sarjapur  Road,4 Bedroom,1250,4.0,2.0,135.0
3,Ready To Move,Begur Road,3 BHK,1410,2.0,3.0,54.99
2,Ready To Move,Chikka Tirupathi,4 Bedroom,2665,5.0,3.0,125.0
0,Ready To Move,Singapura Village,2 BHK,970,2.0,0.0,45.0
0,Ready To Move,Kavika Layout,6 BHK,1799,6.0,3.0,101.0
2,Ready To Move,8th Block Jayanagar,6 Bedroom,1500,6.0,1.0,300.0
2,Ready To Move,Uttarahalli,4 Bedroom,1200,4.0,3.0,155.0
3,18-Dec,Haralur Road,3 BHK,1810,3.0,2.0,97.83
3,Ready To Move,Sathya Layout,2 BHK,1084,2.0,1.0,51.0
3,Ready To Move,Doddabanahalli,3 BHK,1500,3.0,2.0,85.0
3,Ready To Move,Uttarahalli,3 BHK,1328,2.0,1.0,56.0
0,Ready To Move,Marathahalli,3 BHK,1485,2.0,2.0,90.0
3,Ready To Move,Pai Layout,3 BHK,1500,2.0,2.0,58.0
3,Ready To Move,R.T. Nagar,2 BHK,1100,2.0,2.0,85.0
3,Ready To Move,Seetharampalya,3 BHK,1360,2.0,2.0,73.0
3,Ready To Move,1st Phase JP Nagar,2 BHK,900,2.0,1.0,75.0
2,Ready To Move,SMV layout,3 Bedroom,600,3.0,3.0,86.0
3,Ready To Move,Electronic City Phase II,2 BHK,1031,2.0,1.0,54.48
3,20-Aug,Whitefield,2 BHK,850 - 1060,2.0,0.0,38.19
3,Ready To Move,Uttarahalli,2 BHK,1040,2.0,2.0,36.4
0,Ready To Move,KR Puram,7 Bedroom,2800,6.0,1.0,110.0
3,Ready To Move,Kothannur,3 BHK,1404,2.0,1.0,56.15
3,Ready To Move,Haralur Road,2 BHK,1200,2.0,2.0,46.0
3,Ready To Move,Yelahanka,2 BHK,1267,3.0,1.0,78.0
3,Ready To Move,Bannerghatta Road,3 BHK,1510,2.0,3.0,110.0
3,21-Sep,Kanakpura Road,2 BHK,900,2.0,1.0,42.0
3,Ready To Move,Whitefield,3 BHK,1457,2.0,2.0,105.0
3,Ready To Move,Iblur Village,4 BHK,3596,4.0,2.0,268.0
3,19-Mar,8th Phase JP Nagar,3 BHK,1408,3.0,2.0,80.0
0,Ready To Move,Dodda Nekkundi,2 BHK,1005,2.0,2.0,45.0
2,Ready To Move,Dodsworth Layout,6 Bedroom,30400,4.0,2.0,1824.0
0,Ready To Move,Electronic City Phase II,2 BHK,545,1.0,1.0,28.0
0,Ready To Move,"Sarjapur Road, ",2 BHK,1182,2.0,1.0,64.0
3,18-May,Talaghattapura,3 BHK,1804 - 2273,3.0,0.0,122.0
0,Ready To Move,Sarjapur  Road,2 BHK,1367,2.0,0.0,80.0
2,Ready To Move,BTM 1st Stage,5 Bedroom,1200,4.0,2.0,200.0
0,Ready To Move,Judicial Layout,5 BHK,1100,4.0,3.0,199.0
0,Ready To Move,Sarjapur  Road,3 BHK,1565,3.0,2.0,78.0
3,18-Feb,Whitefield,3 BHK,1720,3.0,2.0,128.0
0,Ready To Move,Doddathoguru,2 BHK,1107,2.0,3.0,44.0
3,20-Jan,Yelahanka,2 BHK,1360,2.0,1.0,78.19
3,18-Jan,Anekal,2 BHK,625,1.0,1.0,25.0
3,Ready To Move,Jalahalli,2 BHK,1701,2.0,2.0,145.0
2,Ready To Move,Agrahara Dasarahalli,3 Bedroom,1350,1.0,0.0,120.0
3,Ready To Move,Hosa Road,2 BHK,1016,2.0,1.0,39.95
3,Ready To Move,KEB Colony,3 BHK,1500,3.0,1.0,90.0
0,Ready To Move,Akshaya Nagar,2 BHK,900,2.0,1.0,45.0
3,Ready To Move,Sanjay nagar,3 BHK,1500,3.0,1.0,150.0
3,Ready To Move,Chikku Lakshmaiah Layout,3 BHK,2292,2.0,1.0,285.0
1,Ready To Move,Kereguddadahalli,3 BHK,1280,3.0,1.0,42.0
2,Ready To Move,Sri Balaji Krupa Layout,4 Bedroom,1750,4.0,2.0,263.0
3,Ready To Move,Electronic City,3 BHK,1500,2.0,1.0,70.0
3,Ready To Move,Electronic City,3 BHK,1500,2.0,1.0,64.5
3,Ready To Move,Gottigere,2 BHK,1245,2.0,2.0,59.0
3,Ready To Move,Yelahanka,2 BHK,1025,2.0,1.0,44.0
3,Ready To Move,Hennur Gardens,3 BHK,1945,3.0,2.0,135.0
3,Ready To Move,Rajaji Nagar,3 BHK,1640,3.0,3.0,245.0
0,Ready To Move,Hegde Nagar,3 BHK,1348,2.0,2.0,80.5
3,Ready To Move,Tindlu,2 BHK,1100,2.0,2.0,55.0
3,Ready To Move,Kammasandra,3 BHK,1616,3.0,3.0,40.0
3,Ready To Move,Yeshwanthpur,3 BHK,1855,3.0,3.0,135.0
3,Ready To Move,Hennur,2 BHK,1255,2.0,2.0,56.5
2,Ready To Move,HAL 2nd Stage,5 Bedroom,2040,4.0,1.0,500.0
2,Ready To Move,5th Phase JP Nagar,4 Bedroom,2400,4.0,1.0,228.0
3,Ready To Move,Kothanur,2 BHK,1195,2.0,2.0,59.0
3,Ready To Move,Bannerghatta Road,2 BHK,1022,2.0,1.0,35.0
2,Ready To Move,Hegde Nagar,6 Bedroom,760,6.0,0.0,98.0
3,Ready To Move,Dodda Nekkundi,2 BHK,1264,2.0,2.0,52.0
3,Ready To Move,Chamrajpet,3 BHK,1650,3.0,2.0,115.0
3,Ready To Move,Abbigere,2 BHK,1020,2.0,1.0,40.8
3,Ready To Move,Sarjapur  Road,4 BHK,4395,4.0,2.0,242.0
0,Ready To Move,Bommasandra,2 BHK,950,2.0,1.0,25.0
3,18-Jul,Shantiniketan Layout,4 BHK,2710,5.0,3.0,142.0
3,Ready To Move,Hennur Road,3 BHK,1936,3.0,1.0,131.0
3,Ready To Move,Ramanashree Enclave,2 BHK,1075,2.0,2.0,58.0
3,18-Apr,Hosur Road,2 BHK,1223,2.0,1.0,93.0
2,18-Dec,Whitefield,3 Bedroom,1500,3.0,1.0,61.9
0,Ready To Move,Hennur,2 BHK,1050,2.0,2.0,42.73
3,Ready To Move,7th Phase JP Nagar,3 BHK,2100,3.0,2.0,190.0
2,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,1200,4.0,2.0,240.0
0,Ready To Move,Uttarahalli,3 Bedroom,1650,2.0,1.0,130.0
3,Ready To Move,Whitefield,2 BHK,1495,2.0,1.0,78.0
3,Ready To Move,JP Nagar,3 BHK,1500,2.0,3.0,82.0
3,21-Jul,Koramangala,3 BHK,1605,3.0,2.0,260.0
3,Ready To Move,Whitefield,2 BHK,1270,2.0,2.0,52.0
3,Ready To Move,Kumaraswami Layout,2 BHK,1081,2.0,3.0,60.0
3,Ready To Move,Koramangala,3 BHK,1600,2.0,0.0,140.0
3,19-Jul,Kanakpura Road,3 BHK,1596,3.0,1.0,118.0
2,Ready To Move,Vasanthpura,6 Bedroom,600,6.0,2.0,65.0
3,Ready To Move,Horamavu Agara,3 BHK,1557,3.0,1.0,70.0
0,Ready To Move,Devi Nagar,3 BHK,1410,3.0,3.0,68.0
3,Ready To Move,Sarjapur  Road,3 BHK,1984,4.0,1.0,148.0
3,Ready To Move,Kadugodi,2 BHK,1196,2.0,3.0,60.0
3,21-Dec,Thanisandra,4 BHK,2259,3.0,2.0,112.0
3,Ready To Move,Kenchenahalli,3 BHK,1720,3.0,2.0,100.0
2,Ready To Move,8th Phase JP Nagar,4 Bedroom,600,5.0,2.0,99.0
0,Ready To Move,Nagaraja Garden,2 BHK,1256,2.0,1.0,62.8
3,Ready To Move,Haralur Road,2 BHK,1243,2.0,2.0,46.0
3,18-May,Electronic City Phase II,3 BHK,1310,2.0,1.0,37.83
0,Ready To Move,7th Phase JP Nagar,2 BHK,1140,2.0,1.0,57.0
3,Ready To Move,Cooke Town,3 BHK,1600,3.0,2.0,260.0
3,Ready To Move,Kothanur,3 BHK,1790,3.0,2.0,120.0
3,Ready To Move,Harlur,2 BHK,1200 - 1470,2.0,0.0,72.76
3,Ready To Move,Nehru Nagar,3 BHK,1674,3.0,2.0,81.0
2,Ready To Move,CV Raman Nagar,5 Bedroom,1200,2.0,1.0,100.0
3,Ready To Move,Kenchenhalli,3 BHK,1786,3.0,2.0,79.99
2,Ready To Move,Vidyaranyapura,4 Bedroom,770,3.0,2.0,65.25
3,18-Dec,Sarjapur  Road,2 BHK,1035,2.0,1.0,47.0
3,19-Dec,Whitefield,3 BHK,1564,3.0,1.0,103.0
3,18-Mar,Margondanahalli,2 BHK,1334,2.0,1.0,67.76
2,Ready To Move,Defence Colony,10 Bedroom,7150,13.0,2.0,3600.0
3,18-May,Bommasandra,3 BHK,1365,3.0,1.0,53.96
3,Ready To Move,Choodasandra,2 BHK,1115,2.0,1.0,50.0
